id,Width,height,Ratio(Width),Ratio(Height),Size 1,Our Actual Size,Size 2,Our Actual Size,Size 3,Our Actual Size,Size 4,Our Actual Size,Size 5,Our Actual Size,Width(Inch),Height(Inch)
FLPT_CS_2194.JPG,4530,3890,453,389,12,13.97429306,16,18.63239075,24,27.94858612,32,37.26478149,40,46.58097686,45.3,38.9
FLPT_SH_0070.JPG,3420,5130,2,3,12,8,16,10.66666667,24,16,32,21.33333333,40,26.66666667,34.2,51.3
FLPT_CS_2264.JPG,5100,3441,1700,1147,12,17.78552746,16,23.71403662,24,35.57105493,32,47.42807323,40,59.28509154,51,34.41
FLPT_PT_0214.JPG,3452,5197,3452,5197,12,7.970752357,16,10.62766981,24,15.94150471,32,21.25533962,40,26.56917452,34.52,51.97
FLPT_CS_C08_3279.JPG,5070,3448,2535,1724,12,17.6450116,16,23.52668213,24,35.2900232,32,47.05336427,40,58.81670534,50.7,34.48
FLPT_MPK_0771.JPG,5130,3420,3,2,12,18,16,24,24,36,32,48,40,60,51.3,34.2
FLPT_CW_0064.JPG,3423,5134,3423,5134,12,8.00077912,16,10.66770549,24,16.00155824,32,21.33541099,40,26.66926373,34.23,51.34
FLPT_CS_2797.JPG,3450,5104,1725,2552,12,8.111285266,16,10.81504702,24,16.22257053,32,21.63009404,40,27.03761755,34.5,51.04
FLPT_MAM_0724.JPG,3432,5167,3432,5167,12,7.970582543,16,10.62744339,24,15.94116509,32,21.25488678,40,26.56860848,34.32,51.67
FLPT_DSM_0053.JPG,5165,3412,5165,3412,12,18.16529894,16,24.22039859,24,36.33059789,32,48.44079719,40,60.55099648,51.65,34.12
FLPT_SI_0327.JPG,5120,3413,5120,3413,12,18.00175798,16,24.00234398,24,36.00351597,32,48.00468796,40,60.00585995,51.2,34.13
FLPT_LOD_37.JPG,5151,3401,5151,3401,12,18.17465451,16,24.23287268,24,36.34930903,32,48.46574537,40,60.58218171,51.51,34.01
FLPT_CS_3077.JPG,4101,5100,1367,1700,12,9.649411765,16,12.86588235,24,19.29882353,32,25.73176471,40,32.16470588,41.01,51
FLPT_CS_1502.JPG,3415,5262,3415,5262,12,7.787913341,16,10.38388445,24,15.57582668,32,20.76776891,40,25.95971114,34.15,52.62
FLPT_PT_0248.JPG,5170,3381,5170,3381,12,18.34960071,16,24.46613428,24,36.69920142,32,48.93226856,40,61.1653357,51.7,33.81
FLPT_SK_0294.JPG,4408,4408,1,1,12,12,16,16,24,24,32,32,40,40,44.08,44.08
FLPT_BK_0165.JPG,3378,5203,3378,5203,12,7.790889871,16,10.38785316,24,15.58177974,32,20.77570632,40,25.9696329,33.78,52.03
FLPT_RE_0169.JPG,3440,5100,172,255,12,8.094117647,16,10.79215686,24,16.18823529,32,21.58431373,40,26.98039216,34.4,51
FLPT_CS_C07_5018.JPG,3448,5150,1724,2575,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252,34.48,51.5
FLPT_AKC_0069.JPG,4203,4203,1,1,12,12,16,16,24,24,32,32,40,40,42.03,42.03
FLPT_CS_C07_4955.JPG,5150,3448,2575,1724,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958,51.5,34.48
FLPT_KB_0066.JPG,5144,3420,1286,855,12,18.04912281,16,24.06549708,24,36.09824561,32,48.13099415,40,60.16374269,51.44,34.2
FLPT_FL_0039.JPG,5100,3609,1700,1203,12,16.95760599,16,22.61014131,24,33.91521197,32,45.22028263,40,56.52535328,51,36.09
FLPT_MAM_0145.JPG,3418,5146,1709,2573,12,7.970462495,16,10.62728333,24,15.94092499,32,21.25456665,40,26.56820832,34.18,51.46
FLPT_CS_C08_4756.JPG,3448,5150,1724,2575,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252,34.48,51.5
FLPT_JOC_0048.JPG,3499,5100,3499,5100,12,8.232941176,16,10.9772549,24,16.46588235,32,21.9545098,40,27.44313725,34.99,51
FLPT_VG_0106.JPG,5144,3420,1286,855,12,18.04912281,16,24.06549708,24,36.09824561,32,48.13099415,40,60.16374269,51.44,34.2
FLPT_MPK_0187.JPG,3386,5174,1693,2587,12,7.853111712,16,10.47081562,24,15.70622342,32,20.94163123,40,26.17703904,33.86,51.74
FLPT_CS_C08_3901.JPG,3526,5100,1763,2550,12,8.296470588,16,11.06196078,24,16.59294118,32,22.12392157,40,27.65490196,35.26,51
FLPT_MPK_0881.JPG,3471,5100,1157,1700,12,8.167058824,16,10.88941176,24,16.33411765,32,21.77882353,40,27.22352941,34.71,51
FLPT_GP_0185.JPG,3416,5153,3416,5153,12,7.954977683,16,10.60663691,24,15.90995537,32,21.21327382,40,26.51659228,34.16,51.53
FLPT_CS_1415.JPG,5100,4181,5100,4181,12,14.6376465,16,19.51686199,24,29.27529299,32,39.03372399,40,48.79215499,51,41.81
FLPT_RE_0251.JPG,3419,5140,3419,5140,12,7.982101167,16,10.64280156,24,15.96420233,32,21.28560311,40,26.60700389,34.19,51.4
FLPT_PT_0178.JPG,5197,3452,5197,3452,12,18.06604867,16,24.08806489,24,36.13209733,32,48.17612978,40,60.22016222,51.97,34.52
FLPT_CS_C06_1134.JPG,3448,5150,1724,2575,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252,34.48,51.5
FLPT_TH_0079.JPG,3428,5142,2,3,12,8,16,10.66666667,24,16,32,21.33333333,40,26.66666667,34.28,51.42
FLPT_CS_FV194.JPG,3427,5267,149,229,12,7.807860262,16,10.41048035,24,15.61572052,32,20.8209607,40,26.02620087,34.27,52.67
FLPT_JG_0032.JPG,4010,4550,401,455,12,10.57582418,16,14.1010989,24,21.15164835,32,28.2021978,40,35.25274725,40.1,45.5
FLPT_CS_2245_01.JPG,4120,5150,4,5,12,9.6,16,12.8,24,19.2,32,25.6,40,32,41.2,51.5
FLPT_CS_1458.JPG,3364,5295,3364,5295,12,7.623796034,16,10.16506138,24,15.24759207,32,20.33012276,40,25.41265345,33.64,52.95
FLPT_SK_0154.JPG,3393,5189,3393,5189,12,7.846598574,16,10.46213143,24,15.69319715,32,20.92426286,40,26.15532858,33.93,51.89
FLPT_MAM_0357.JPG,5167,3432,5167,3432,12,18.06643357,16,24.08857809,24,36.13286713,32,48.17715618,40,60.22144522,51.67,34.32
FLPT_SK_0485.JPG,5130,3531,1710,1177,12,17.43415463,16,23.24553951,24,34.86830926,32,46.49107901,40,58.11384877,51.3,35.31
FLPT_MAM_0458.JPG,3432,5167,3432,5167,12,7.970582543,16,10.62744339,24,15.94116509,32,21.25488678,40,26.56860848,34.32,51.67
FLPT_CS_C06_1119.JPG,3448,5150,1724,2575,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252,34.48,51.5
FLPT_GP_0413.JPG,5130,3420,3,2,12,18,16,24,24,36,32,48,40,60,51.3,34.2
FLPT_CS_C08_9161.JPG,5099,3448,5099,3448,12,17.74593968,16,23.6612529,24,35.49187935,32,47.3225058,40,59.15313225,50.99,34.48
FLPT_TH_0087.JPG,5142,3428,3,2,12,18,16,24,24,36,32,48,40,60,51.42,34.28
FLPT_SI_0724.JPG,5140,3404,1285,851,12,18.11985899,16,24.15981199,24,36.23971798,32,48.31962397,40,60.39952996,51.4,34.04
FLPT_SI_0066.JPG,5100,3529,5100,3529,12,17.34202324,16,23.12269765,24,34.68404647,32,46.2453953,40,57.80674412,51,35.29
FLPT_BK_0151.JPG,4222,5100,2111,2550,12,9.934117647,16,13.2454902,24,19.86823529,32,26.49098039,40,33.11372549,42.22,51
FLPT_SI_0361.JPG,3413,5120,3413,5120,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625,34.13,51.2
FLPT_DR_0100.JPG,5190,3368,2595,1684,12,18.49168646,16,24.65558195,24,36.98337292,32,49.3111639,40,61.63895487,51.9,33.68
FLPT_MAM_0310.JPG,3432,5167,3432,5167,12,7.970582543,16,10.62744339,24,15.94116509,32,21.25488678,40,26.56860848,34.32,51.67
FLPT_AKC_0066.JPG,5100,4192,1275,1048,12,14.59923664,16,19.46564885,24,29.19847328,32,38.93129771,40,48.66412214,51,41.92
FLPT_SK_0579.JPG,5130,3407,5130,3407,12,18.06868213,16,24.09157617,24,36.13736425,32,48.18315233,40,60.22894042,51.3,34.07
FLPT_MAM_0451.JPG,3432,5167,3432,5167,12,7.970582543,16,10.62744339,24,15.94116509,32,21.25488678,40,26.56860848,34.32,51.67
FLPT_CS_2313.JPG,4149,4550,4149,4550,12,10.94241758,16,14.58989011,24,21.88483516,32,29.17978022,40,36.47472527,41.49,45.5
FLPT_MAM_0063.JPG,5146,3418,2573,1709,12,18.06670568,16,24.0889409,24,36.13341135,32,48.1778818,40,60.22235225,51.46,34.18
FLPT_MPK_0822.JPG,5130,3420,3,2,12,18,16,24,24,36,32,48,40,60,51.3,34.2
FLPT_CS_C07_3214.JPG,3448,5150,1724,2575,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252,34.48,51.5
