id,Width,height,Ratio(Width),Ratio(Height),Width Max 100 DPI(Inches),Height Max 100 DPI(Inches)
FLPT_MAM_0503.JPG,5167,3432,5167,3432,51.67,34.32
FLPT_NM_39.JPG,4550,4550,1,1,45.5,45.5
FLPT_MPK_0640.JPG,3463,5100,3463,5100,34.63,51
FLPT_PP_0161.JPG,3425,5138,3425,5138,34.25,51.38
FLPT_CS_1517.JPG,3366,5192,153,236,33.66,51.92
FLPT_CS_2535.JPG,3438,5137,3438,5137,34.38,51.37
FLPT_GC_0475.JPG,3395,5185,679,1037,33.95,51.85
FLPT_DM_0018.JPG,4104,5100,342,425,41.04,51
FLPT_MPK_0352.JPG,5032,3481,5032,3481,50.32,34.81
FLPT_CS_76.JPG,3547,5100,3547,5100,35.47,51
FLPT_JP_0117.JPG,3412,5132,853,1283,34.12,51.32
FLPT_TIS_61.JPG,3681,4749,1227,1583,36.81,47.49
FLPT_SI_0478.JPG,3420,5130,2,3,34.2,51.3
FLPT_CGS_0063.JPG,5068,3453,5068,3453,50.68,34.53
FLPT_PT_0134.JPG,4187,4188,4187,4188,41.87,41.88
FLPT_LB_0257.JPG,3413,5120,3413,5120,34.13,51.2
FLPT_CS_F119.JPG,5151,3393,1717,1131,51.51,33.93
FLPT_PP_0167.JPG,4193,4193,1,1,41.93,41.93
FLPT_EJ_0044.JPG,4501,4550,643,650,45.01,45.5
FLPT_GP_0285.JPG,3422,5132,1711,2566,34.22,51.32
FLPT_TH_0080.JPG,5142,3428,3,2,51.42,34.28
FLPT_PW_0044.JPG,5185,3387,5185,3387,51.85,33.87
FLPT_MAM_0130.JPG,3418,5146,1709,2573,34.18,51.46
FLPT_PT_0042.JPG,4550,4550,1,1,45.5,45.5
FLPT_MAM_0270.JPG,3513,5001,1171,1667,35.13,50.01
FLPT_CS_672.JPG,4513,4550,4513,4550,45.13,45.5
FLPT_CS_1060.JPG,3430,5153,3430,5153,34.3,51.53
FLPT_MPK_0416.JPG,3429,5144,3429,5144,34.29,51.44
FLPT_JN_0125.JPG,3413,5120,3413,5120,34.13,51.2
FLPT_SI_0729.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_JCB_0196.JPG,3412,5162,1706,2581,34.12,51.62
FLPT_PP_0150.JPG,5138,3425,5138,3425,51.38,34.25
FLPT_JP_0076.JPG,3427,5137,3427,5137,34.27,51.37
FLPT_CS_2784.JPG,3576,4904,447,613,35.76,49.04
FLPT_CS_1786.JPG,5100,4039,5100,4039,51,40.39
FLPT_SI_0249.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_CS_C08_0519.JPG,5150,3448,2575,1724,51.5,34.48
FLPT_SI_0630.JPG,5130,3420,3,2,51.3,34.2
FLPT_SK_0545.JPG,3407,5130,3407,5130,34.07,51.3
FLPT_SI_0307.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_SI_0120.JPG,5122,3444,2561,1722,51.22,34.44
FLPT_CS_T019_021.JPG,3448,5150,1724,2575,34.48,51.5
FLPT_DZ_0619A.JPG,3423,5135,3423,5135,34.23,51.35
FLPT_CS_F23.JPG,5214,3429,1738,1143,52.14,34.29
FLPT_CS_2206.JPG,3557,4934,3557,4934,35.57,49.34
FLPT_GP_0202.JPG,3398,5175,3398,5175,33.98,51.75
FLPT_SI_0298.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_LB_0175.JPG,3418,5126,1709,2563,34.18,51.26
FLPT_TS_0041.JPG,3447,5110,3447,5110,34.47,51.1
FLPT_SI_0201.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_PST_0075.JPG,5175,3378,1725,1126,51.75,33.78
FLPT_GP_0313.JPG,3422,5132,1711,2566,34.22,51.32
FLPT_JB_0225.JPG,4550,4550,1,1,45.5,45.5
FLPT_GP_0265.JPG,3422,5133,2,3,34.22,51.33
FLPT_MPK_0360.JPG,3422,5132,1711,2566,34.22,51.32
FLPT_JLP_0019.JPG,3430,5110,49,73,34.3,51.1
FLPT_CS_3059.JPG,4039,4366,4039,4366,40.39,43.66
FLPT_PT_0276.JPG,3407,5130,3407,5130,34.07,51.3
FLPT_MH_0045.JPG,3279,5352,1093,1784,32.79,53.52
FLPT_AKC_0068.JPG,4550,4550,1,1,45.5,45.5
FLPT_PT_0268.JPG,5130,3407,5130,3407,51.3,34.07
FLPT_CS_2739.JPG,5199,3367,5199,3367,51.99,33.67
FLPT_CS_FV13.JPG,4528,4550,2264,2275,45.28,45.5
FLPT_MAM_0572.JPG,5167,3432,5167,3432,51.67,34.32
FLPT_MAM_0347.JPG,5167,3432,5167,3432,51.67,34.32
FLPT_MPK_0293.JPG,5100,3601,5100,3601,51,36.01
FLPT_FL_0009.JPG,5134,3409,5134,3409,51.34,34.09
FLPT_RE_0256.JPG,3543,5290,3543,5290,35.43,52.9
FLPT_CS_658.JPG,3462,5206,1731,2603,34.62,52.06
FLPT_MAM_0086.JPG,5146,3418,2573,1709,51.46,34.18
FLPT_MAM_0024.JPG,5143,3420,5143,3420,51.43,34.2
FLPT_PP_0196.JPG,3425,5138,3425,5138,34.25,51.38
FLPT_GP_0486.JPG,5190,3376,2595,1688,51.9,33.76
FLPT_CPD_17.JPG,3384,5202,188,289,33.84,52.02
FLPT_SUB_0174.JPG,5130,3407,5130,3407,51.3,34.07
FLPT_TH_0078.JPG,5142,3428,3,2,51.42,34.28
FLPT_PT_0150.JPG,4193,4209,4193,4209,41.93,42.09
FLPT_CS_2613.JPG,5138,3443,5138,3443,51.38,34.43
FLPT_SI_0635.JPG,5120,3413,5120,3413,51.2,34.13
FLPT_GP_0245.JPG,4967,3537,4967,3537,49.67,35.37
FLPT_CS_420.JPG,5100,4059,1700,1353,51,40.59
FLPT_CS_1485.JPG,5100,3837,1700,1279,51,38.37
FLPT_CS_1544.JPG,3325,5279,3325,5279,33.25,52.79
FLPT_LB_0198.JPG,3422,5132,1711,2566,34.22,51.32
FLPT_MPK_0347.JPG,5133,3422,3,2,51.33,34.22
FLPT_SK_0519.JPG,5130,3407,5130,3407,51.3,34.07
FLPT_AMF_0065.JPG,5100,5100,1,1,51,51
FLPT_RF_0136.JPG,3428,5142,2,3,34.28,51.42
FLPT_CS_C06_1438.JPG,3448,5150,1724,2575,34.48,51.5
FLPT_FC_0019.JPG,3420,5144,855,1286,34.2,51.44
FLPT_AK_43.JPG,3422,5147,3422,5147,34.22,51.47
FLPT_DM_0026.JPG,4133,5100,4133,5100,41.33,51
FLPT_PT_0424.JPG,3407,5130,3407,5130,34.07,51.3
FLPT_LB_0125.JPG,5133,3422,3,2,51.33,34.22
FLPT_JN_0088.JPG,4907,3595,4907,3595,49.07,35.95
FLPT_FL_0049.JPG,5152,3422,2576,1711,51.52,34.22
FLPT_CS_F293.JPG,3439,5228,3439,5228,34.39,52.28
FLPT_PT_0027.JPG,4550,4520,455,452,45.5,45.2
FLPT_MPK_0249.JPG,5132,3422,2566,1711,51.32,34.22
FLPT_SI_0901.JPG,3413,5120,3413,5120,34.13,51.2
FLPT_CS_2184.JPG,5163,3394,5163,3394,51.63,33.94
FLPT_PP_0109.JPG,5133,3422,3,2,51.33,34.22
