id,Width,height,Ratio(Width),Ratio(Height),Size 1,Our Actual Size,Size 2,Our Actual Size,Size 3,Our Actual Size,Size 4,Our Actual Size,Size 5,Our Actual Size,Width(Inch),Height(Inch)
FLPT_SI_0888.JPG,5100,3604,75,53,12,16.98113208,16,22.64150943,24,33.96226415,32,45.28301887,40,56.60377358,51,36.04
FLPT_CS_F332.JPG,3429,5133,1143,1711,12,8.016364699,16,10.68848627,24,16.0327294,32,21.37697253,40,26.72121566,34.29,51.33
FLPT_SK_0249.JPG,3429,5123,3429,5123,12,8.032012493,16,10.70934999,24,16.06402499,32,21.41869998,40,26.77337498,34.29,51.23
FLPT_CS_2118.JPG,3440,5100,172,255,12,8.094117647,16,10.79215686,24,16.18823529,32,21.58431373,40,26.98039216,34.4,51
FLPT_CS_J2250_C12.JPG,5150,3851,5150,3851,12,16.0477798,16,21.39703973,24,32.09555959,32,42.79407946,40,53.49259932,51.5,38.51
FLPT_JB_0233.JPG,4550,4550,1,1,12,12,16,16,24,24,32,32,40,40,45.5,45.5
FLPT_CS_C07_3282.JPG,5270,3324,2635,1662,12,19.02527076,16,25.36702768,24,38.05054152,32,50.73405535,40,63.41756919,52.7,33.24
FLPT_SUB_0063.JPG,3379,5186,3379,5186,12,7.818742769,16,10.42499036,24,15.63748554,32,20.84998072,40,26.0624759,33.79,51.86
FLPT_GP_0521.JPG,3413,5120,3413,5120,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625,34.13,51.2
FLPT_CS_2728.JPG,3367,5207,3367,5207,12,7.759554446,16,10.34607259,24,15.51910889,32,20.69214519,40,25.86518149,33.67,52.07
FLPT_CS_2097.JPG,5100,3454,2550,1727,12,17.71858715,16,23.62478286,24,35.43717429,32,47.24956572,40,59.06195715,51,34.54
FLPT_SI_0450.JPG,5130,3420,3,2,12,18,16,24,24,36,32,48,40,60,51.3,34.2
FLPT_FL_0028.JPG,5119,3436,5119,3436,12,17.87776484,16,23.83701979,24,35.75552969,32,47.67403958,40,59.59254948,51.19,34.36
FLPT_CS_FV12.JPG,4550,4531,4550,4531,12,12.05032002,16,16.06709336,24,24.10064004,32,32.13418671,40,40.16773339,45.5,45.31
FLPT_JP_0085.JPG,3427,5137,3427,5137,12,8.005450652,16,10.6739342,24,16.0109013,32,21.34786841,40,26.68483551,34.27,51.37
FLPT_MPK_0853.JPG,5100,3480,85,58,12,17.5862069,16,23.44827586,24,35.17241379,32,46.89655172,40,58.62068966,51,34.8
FLPT_SI_0686.JPG,3413,5120,3413,5120,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625,34.13,51.2
FLPT_CS_C08_9389.JPG,4951,3530,4951,3530,12,16.8305949,16,22.4407932,24,33.6611898,32,44.8815864,40,56.101983,49.51,35.3
FLPT_CL_0142.JPG,5120,3413,5120,3413,12,18.00175798,16,24.00234398,24,36.00351597,32,48.00468796,40,60.00585995,51.2,34.13
FLPT_SS_66.JPG,4216,5100,62,75,12,9.92,16,13.22666667,24,19.84,32,26.45333333,40,33.06666667,42.16,51
FLPT_MPK_0335.JPG,5104,3451,176,119,12,17.74789916,16,23.66386555,24,35.49579832,32,47.32773109,40,59.15966387,51.04,34.51
