id,Size 1,Our Actual Size,Size 2,Our Actual Size,Size 3,Our Actual Size,Size 4,Our Actual Size,Size 5,Our Actual Size
FLPT_MH_0088A.JPG,12,8.675294118,16,11.56705882,24,17.35058824,32,23.13411765,40,28.91764706
FLPT_CS_2917.JPG,12,7.73599386,16,10.31465848,24,15.47198772,32,20.62931696,40,25.7866462
FLPT_PST_0148.JPG,12,18.51082765,16,24.68110353,24,37.0216553,32,49.36220706,40,61.70275883
FLPT_CS_F234.JPG,12,17.23050557,16,22.97400743,24,34.46101114,32,45.94801485,40,57.43501857
FLPT_DR_0129.JPG,12,18.48812352,16,24.65083135,24,36.97624703,32,49.30166271,40,61.62707838
FLPT_GP_0198.JPG,12,17.69297485,16,23.59063313,24,35.3859497,32,47.18126626,40,58.97658283
FLPT_PT_0188.JPG,12,7.970752357,16,10.62766981,24,15.94150471,32,21.25533962,40,26.56917452
FLPT_SI_0285.JPG,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625
FLPT_PP_0195.JPG,12,17.99824818,16,23.99766423,24,35.99649635,32,47.99532847,40,59.99416058
FLPT_DR_25.JPG,12,18.39976415,16,24.53301887,24,36.7995283,32,49.06603774,40,61.33254717
FLPT_RD_0039.JPG,12,11.82068311,16,15.76091082,24,23.64136622,32,31.52182163,40,39.40227704
FLPT_PT_0099.JPG,12,27.08902395,16,36.11869861,24,54.17804791,32,72.23739721,40,90.29674651
FLPT_AKC_0015.JPG,12,9.548235294,16,12.73098039,24,19.09647059,32,25.46196078,40,31.82745098
FLPT_MO_FV08.JPG,12,8.755294118,16,11.67372549,24,17.51058824,32,23.34745098,40,29.18431373
FLPT_CS_C08_0987.JPG,12,16.07565012,16,21.43420016,24,32.15130024,32,42.86840032,40,53.58550039
FLPT_CS_543.JPG,12,11.92879121,16,15.90505495,24,23.85758242,32,31.81010989,40,39.76263736
FLPT_JOC_0057.JPG,12,8.167058824,16,10.88941176,24,16.33411765,32,21.77882353,40,27.22352941
FLPT_GO_36A.JPG,12,8.261176471,16,11.01490196,24,16.52235294,32,22.02980392,40,27.5372549
FLPT_SK_0554.JPG,12,8.376470588,16,11.16862745,24,16.75294118,32,22.3372549,40,27.92156863
FLPT_CS_C07_7055.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_MAM_0030.JPG,12,18.04561404,16,24.06081871,24,36.09122807,32,48.12163743,40,60.15204678
FLPT_MPK_0810.JPG,12,18.06338028,16,24.08450704,24,36.12676056,32,48.16901408,40,60.21126761
FLPT_CS_2542.JPG,12,14.13554061,16,18.84738748,24,28.27108122,32,37.69477496,40,47.1184687
FLPT_GP_0490.JPG,12,18.00175798,16,24.00234398,24,36.00351597,32,48.00468796,40,60.00585995
FLPT_CS_38.JPG,12,14.25244527,16,19.00326036,24,28.50489054,32,38.00652073,40,47.50815091
FLPT_CS_2595.JPG,12,17.91086513,16,23.88115351,24,35.82173027,32,47.76230702,40,59.70288378
FLPT_SI_0377.JPG,12,17.86861314,16,23.82481752,24,35.73722628,32,47.64963504,40,59.5620438
FLPT_CS_C08_7859.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_CS_C08_0447.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_SI_0047.JPG,12,8.145882353,16,10.86117647,24,16.29176471,32,21.72235294,40,27.15294118
FLPT_MPK_0333.JPG,12,8.001558846,16,10.66874513,24,16.00311769,32,21.33749026,40,26.67186282
FLPT_SI_0531.JPG,12,18,16,24,24,36,32,48,40,60
FLPT_JLP_0060.JPG,12,17.92458346,16,23.89944461,24,35.84916691,32,47.79888921,40,59.74861152
FLPT_ASH_FV24.JPG,12,8.007814026,16,10.67708537,24,16.01562805,32,21.35417074,40,26.69271342
FLPT_SK_0282.JPG,12,8.032012493,16,10.70934999,24,16.06402499,32,21.41869998,40,26.77337498
FLPT_SK_0538.JPG,12,7.969590643,16,10.62612086,24,15.93918129,32,21.25224172,40,26.56530214
FLPT_CS_2715.JPG,12,18.52925453,16,24.70567271,24,37.05850906,32,49.41134541,40,61.76418176
FLPT_GP_0209.JPG,12,18,16,24,24,36,32,48,40,60
FLPT_SK_0354.JPG,12,8.033659491,16,10.71154599,24,16.06731898,32,21.42309198,40,26.77886497
FLPT_MAM_0617.JPG,12,18.06643357,16,24.08857809,24,36.13286713,32,48.17715618,40,60.22144522
FLPT_SI_0402.JPG,12,18,16,24,24,36,32,48,40,60
FLPT_CS_2514.JPG,12,17.9280912,16,23.9041216,24,35.8561824,32,47.8082432,40,59.760304
FLPT_CS_C08_7292.JPG,12,8.76815534,16,11.69087379,24,17.53631068,32,23.38174757,40,29.22718447
FLPT_CS_2049.JPG,12,7.775263663,16,10.36701822,24,15.55052733,32,20.73403643,40,25.91754554
FLPT_PST_0054.JPG,12,8.081680738,16,10.77557432,24,16.16336148,32,21.55114864,40,26.93893579
